target,amount,is_alliance,voting_pool_override,platform
0x1CCE9d493224A19FcB5f7fBade8478630141CB54,605.4147,True,,
0x9fdD52eFEb601E4Bc78b89C6490505B8aC637E9f,2911.1420,False,,
0xd5A0Eb558d62780B10Ecc202D0049B89F6145073,607.0698,False,,
0x9b237fA1958E3022464343137738926d38815801,791.4647,False,,
0x7f49d37D0dA53A4899Bc0ba916F59Ec9D4E6d1e2,1404.9906,False,,
0x1dA19f38Eb6F2c22199dC0848118b26095C29aEd,1023.6655,False,,
0x16b0056636Fcc85f92C49cD49a24bc519d4A1941,4046.912072122816916408958923,,,payment
0xea06e1b4259730724885a39CE3ca670eFB020E26,80.33120463648407112836839730,,,beets
