target,platform,amount,bribe_platform
0x9b237fA1958E3022464343137738926d38815801,balancer,482.2965,hh
0x9b237fA1958E3022464343137738926d38815801,aura,917.7359,hh
0x7f49d37D0dA53A4899Bc0ba916F59Ec9D4E6d1e2,balancer,285.5425,hh
0x7f49d37D0dA53A4899Bc0ba916F59Ec9D4E6d1e2,aura,543.3434,hh
0xD3Ea1345352047bD039BaC9d4177c883E06D449d,balancer,216.1504,hh
0xD3Ea1345352047bD039BaC9d4177c883E06D449d,aura,411.3009,hh
0x1dA19f38Eb6F2c22199dC0848118b26095C29aEd,balancer,873.5656,hh
0x1dA19f38Eb6F2c22199dC0848118b26095C29aEd,aura,1662.2608,hh
0x70A1c01902DAb7a45dcA1098Ca76A8314dd8aDbA,balancer,209.0383,hh
0x70A1c01902DAb7a45dcA1098Ca76A8314dd8aDbA,aura,397.7676,hh
0x1CCE9d493224A19FcB5f7fBade8478630141CB54,balancer,0.0000,hh
0x1CCE9d493224A19FcB5f7fBade8478630141CB54,aura,1076.0559,hh
0x9fdD52eFEb601E4Bc78b89C6490505B8aC637E9f,balancer,1336.4560,hh
0x9fdD52eFEb601E4Bc78b89C6490505B8aC637E9f,aura,2543.0698,hh
0xd5A0Eb558d62780B10Ecc202D0049B89F6145073,balancer,267.1204,hh
0xd5A0Eb558d62780B10Ecc202D0049B89F6145073,aura,508.2890,hh
0xc13a3315806f097cee00e39c4285f5Bf250DD8a4,balancer,1150.6813,hh
0xc13a3315806f097cee00e39c4285f5Bf250DD8a4,aura,2189.5692,hh
0x4B891340b51889f438a03DC0e8aAAFB0Bc89e7A6,balancer,624.1778,hh
0x4B891340b51889f438a03DC0e8aAAFB0Bc89e7A6,aura,1187.7142,hh
0xDbD4dD2d5E0b927022C2be8D493F20e79e60C2e7,balancer,244.3695,hh
0xDbD4dD2d5E0b927022C2be8D493F20e79e60C2e7,aura,464.9975,hh
0x16b0056636Fcc85f92C49cD49a24bc519d4A1941,payment,10925.24085398726049715016721,
0xea06e1b4259730724885a39CE3ca670eFB020E26,beets,233.4020448252817510727554448,
