target,platform,amount,bribe_platform
0x5B5BAD6A124C5f45b4289908bA15Ff0047928648,balancer,666.0733,hh
0x5B5BAD6A124C5f45b4289908bA15Ff0047928648,aura,0.0000,hh
0x8135d6AbFd42707A87A7b94c5CFA3529f9b432AD,balancer,607.4978,hh
0x8135d6AbFd42707A87A7b94c5CFA3529f9b432AD,aura,0.0000,hh
0xDaCD99029b4B94CD04fE364aAc370829621C1C64,balancer,219.9280,hh
0xDaCD99029b4B94CD04fE364aAc370829621C1C64,aura,0.0000,hh
0x730A168cF6F501cf302b803FFc57FF3040f378Bf,balancer,88.5866,hh
0x730A168cF6F501cf302b803FFc57FF3040f378Bf,aura,0.0000,hh
0xc0b75da8E6F6403804EFEFDE3101b02276C5f8EA,balancer,22.1862,hh
0xc0b75da8E6F6403804EFEFDE3101b02276C5f8EA,aura,0.0000,hh
0x79eF6103A513951a3b25743DB509E267685726B7,balancer,5228.6691,hh
0x79eF6103A513951a3b25743DB509E267685726B7,aura,0.0000,hh
0xf7B0751Fea697cf1A541A5f57D11058a8fB794ee,balancer,0.0000,hh
0xf7B0751Fea697cf1A541A5f57D11058a8fB794ee,aura,1819.8479,hh
0x183D73dA7adC5011EC3C46e33BB50271e59EC976,balancer,0.0000,hh
0x183D73dA7adC5011EC3C46e33BB50271e59EC976,aura,1524.6826,hh
0x10A19e7eE7d7F8a52822f6817de8ea18204F2e4f,payment,44025.59557366337703642784464,
0xea06e1b4259730724885a39CE3ca670eFB020E26,beets,852.8287394036900975217272690,
