target,platform,amount
0x5bBaeD1fADC08C5fb3e4ae3C8848777E2dA77103,balancer,651.6013
0x5bBaeD1fADC08C5fb3e4ae3C8848777E2dA77103,aura,2132.7386
0x04202B147Eae6f5F50CBf72d0b8e9459C57B15e6,balancer,1036.6332
0x04202B147Eae6f5F50CBf72d0b8e9459C57B15e6,aura,0.0000
0x1f3A4C8115629C33A28bF2F97F22D31d256317F6,balancer,273.7554
0x1f3A4C8115629C33A28bF2F97F22D31d256317F6,aura,1327.9585
0x70A1c01902DAb7a45dcA1098Ca76A8314dd8aDbA,balancer,711.9859
0x70A1c01902DAb7a45dcA1098Ca76A8314dd8aDbA,aura,0.0000
0x6C0a4550C575C917435F228D36939125A437a98b,balancer,317.8865
0x6C0a4550C575C917435F228D36939125A437a98b,aura,1421.9541
0x9fdD52eFEb601E4Bc78b89C6490505B8aC637E9f,balancer,2632.9654
0x9fdD52eFEb601E4Bc78b89C6490505B8aC637E9f,aura,6352.8783
0x4B891340b51889f438a03DC0e8aAAFB0Bc89e7A6,balancer,1812.0951
0x4B891340b51889f438a03DC0e8aAAFB0Bc89e7A6,aura,4604.4933
0x10A19e7eE7d7F8a52822f6817de8ea18204F2e4f,payment,17500.00000337808184238435266
