target,platform,amount,bribe_platform
0x6d060a785530cB13795b3c5a43320c462811d43b,balancer,3.9374,hh
0x6d060a785530cB13795b3c5a43320c462811d43b,aura,0.0000,hh
0xc0b75da8E6F6403804EFEFDE3101b02276C5f8EA,balancer,22.4264,hh
0xc0b75da8E6F6403804EFEFDE3101b02276C5f8EA,aura,0.0000,hh
0x8135d6AbFd42707A87A7b94c5CFA3529f9b432AD,balancer,792.5371,hh
0x8135d6AbFd42707A87A7b94c5CFA3529f9b432AD,aura,0.0000,hh
0x5B5BAD6A124C5f45b4289908bA15Ff0047928648,balancer,318.6560,hh
0x5B5BAD6A124C5f45b4289908bA15Ff0047928648,aura,0.0000,hh
0x730A168cF6F501cf302b803FFc57FF3040f378Bf,balancer,48.1997,hh
0x730A168cF6F501cf302b803FFc57FF3040f378Bf,aura,0.0000,hh
0x183D73dA7adC5011EC3C46e33BB50271e59EC976,balancer,998.3348,hh
0x183D73dA7adC5011EC3C46e33BB50271e59EC976,aura,1899.6773,hh
0x16b0056636Fcc85f92C49cD49a24bc519d4A1941,payment,10747.63375103663597470084438,
0xea06e1b4259730724885a39CE3ca670eFB020E26,beets,78.75292386908483486744261115,
