target,platform,amount
0x9965713498c74aee49cEf80B2195461F188F24f8,balancer,1096.0329
0x9965713498c74aee49cEf80B2195461F188F24f8,aura,0.0000
0x0d1b58fB1fC10F2160178DE1eAE2d520335ee372,balancer,2298.8148
0x0d1b58fB1fC10F2160178DE1eAE2d520335ee372,aura,4862.7790
0xCD41Bc6DC6e9821C4C36848Ff3397493e458A5d1,balancer,404.8844
0xCD41Bc6DC6e9821C4C36848Ff3397493e458A5d1,aura,856.4689
0xf8A95653CC7ee59AfA2304DcC518c431a15C292C,balancer,413.3230
0xf8A95653CC7ee59AfA2304DcC518c431a15C292C,aura,874.3193
0x8135d6AbFd42707A87A7b94c5CFA3529f9b432AD,balancer,2046.6329
0x8135d6AbFd42707A87A7b94c5CFA3529f9b432AD,aura,4329.3280
0x1dA19f38Eb6F2c22199dC0848118b26095C29aEd,balancer,797.4453
0x1dA19f38Eb6F2c22199dC0848118b26095C29aEd,aura,0.0000
0xd75026F8723b94d9a360A282080492d905c6A558,balancer,949.4505
0xd75026F8723b94d9a360A282080492d905c6A558,aura,3695.2815
0x40B04058fF35fD3164E6cc66C4E6398c1E5E68c8,balancer,776.2166
0x40B04058fF35fD3164E6cc66C4E6398c1E5E68c8,aura,1641.9634
0xfD151734ffC9A4A55C50fed4b66c15B06Bbb390B,balancer,535.6719
0xfD151734ffC9A4A55C50fed4b66c15B06Bbb390B,aura,1133.1291
0x5C36197A631649441649028110fa503a3be00162,balancer,2367.8303
0x5C36197A631649441649028110fa503a3be00162,aura,5008.7703
0xf8C85bd74FeE26831336B51A90587145391a27Ba,balancer,1065.1235
0xf8C85bd74FeE26831336B51A90587145391a27Ba,aura,2253.1002
0x1e916950A659Da9813EE34479BFf04C732E03deb,balancer,397.1269
0x1e916950A659Da9813EE34479BFf04C732E03deb,aura,840.0590
0x5bBaeD1fADC08C5fb3e4ae3C8848777E2dA77103,balancer,0.0000
0x5bBaeD1fADC08C5fb3e4ae3C8848777E2dA77103,aura,2161.8633
0x04202B147Eae6f5F50CBf72d0b8e9459C57B15e6,balancer,838.1451
0x04202B147Eae6f5F50CBf72d0b8e9459C57B15e6,aura,0.0000
0x1f3A4C8115629C33A28bF2F97F22D31d256317F6,balancer,0.0000
0x1f3A4C8115629C33A28bF2F97F22D31d256317F6,aura,1658.6320
0x70A1c01902DAb7a45dcA1098Ca76A8314dd8aDbA,balancer,735.3188
0x70A1c01902DAb7a45dcA1098Ca76A8314dd8aDbA,aura,0.0000
0x6C0a4550C575C917435F228D36939125A437a98b,balancer,0.0000
0x6C0a4550C575C917435F228D36939125A437a98b,aura,1180.6542
0x9fdD52eFEb601E4Bc78b89C6490505B8aC637E9f,balancer,951.0228
0x9fdD52eFEb601E4Bc78b89C6490505B8aC637E9f,aura,3944.9096
0xeEc405B834c90B59122Bcc2357f27110B2ADB4B7,balancer,635.6364
0xeEc405B834c90B59122Bcc2357f27110B2ADB4B7,aura,0.0000
0x4B891340b51889f438a03DC0e8aAAFB0Bc89e7A6,balancer,1125.2956
0x4B891340b51889f438a03DC0e8aAAFB0Bc89e7A6,aura,4313.5561
0xC859BF9d7B8C557bBd229565124c2C09269F3aEF,balancer,223.9539
0xC859BF9d7B8C557bBd229565124c2C09269F3aEF,aura,2406.9105
0xf697535848B535900c76f70F1e36EC3985D27862,balancer,627.9442
0xf697535848B535900c76f70F1e36EC3985D27862,aura,0.0000
0x79eF6103A513951a3b25743DB509E267685726B7,balancer,9483.3789
0x79eF6103A513951a3b25743DB509E267685726B7,aura,0.0000
0xf7B0751Fea697cf1A541A5f57D11058a8fB794ee,balancer,789.9626
0xf7B0751Fea697cf1A541A5f57D11058a8fB794ee,aura,3604.2124
0x0021e01B9fAb840567a8291b864fF783894EabC6,balancer,820.9918
0x0021e01B9fAb840567a8291b864fF783894EabC6,aura,3669.8497
0xa8B309a75f0D64ED632d45A003c68A30e59A1D8b,balancer,1774.9421
0xa8B309a75f0D64ED632d45A003c68A30e59A1D8b,aura,5687.7806
0x0B9Ea598757c7D03FB1937cc16bdD2C9D416ff80,balancer,0.0000
0x0B9Ea598757c7D03FB1937cc16bdD2C9D416ff80,aura,1750.5922
0x253ED65fff980AEE7E94a0dC57BE304426048b35,balancer,828.5979
0x253ED65fff980AEE7E94a0dC57BE304426048b35,aura,0.0000
0x5C0F23A5c1be65Fa710d385814a7Fd1Bda480b1C,balancer,3726.9160
0x5C0F23A5c1be65Fa710d385814a7Fd1Bda480b1C,aura,9816.8723
0x84f7F5cD2218f31B750E7009Bb6fD34e0b945DaC,balancer,885.1065
0x84f7F5cD2218f31B750E7009Bb6fD34e0b945DaC,aura,3805.4742
0xAC08fde28aa2D123B61a5dB3074cAF72760FfeEB,balancer,694.2598
0xAC08fde28aa2D123B61a5dB3074cAF72760FfeEB,aura,0.0000
0xbf65b3fA6c208762eD74e82d4AEfCDDfd0323648,balancer,0.0000
0xbf65b3fA6c208762eD74e82d4AEfCDDfd0323648,aura,914.9563
0x183D73dA7adC5011EC3C46e33BB50271e59EC976,balancer,778.8211
0x183D73dA7adC5011EC3C46e33BB50271e59EC976,aura,0.0000
0xf720e9137baa9C7612e6CA59149a5057ab320cFa,balancer,0.0000
0xf720e9137baa9C7612e6CA59149a5057ab320cFa,aura,1116.6577
0x15C84754c7445D0DF6c613f1490cA07654347c1B,balancer,0.0000
0x15C84754c7445D0DF6c613f1490cA07654347c1B,aura,2012.4413
0xA00DB7d9c465e95e4AA814A9340B9A161364470a,balancer,621.7684
0xA00DB7d9c465e95e4AA814A9340B9A161364470a,aura,3248.4240
0x10A19e7eE7d7F8a52822f6817de8ea18204F2e4f,payment,88776.59838337478705881428140
