chain,total_fees_collected,total_fees_earned_twap,noncore_fees,noncore_to_dao,noncore_to_vebal,dao_share_pct,vebal_share_pct
arbitrum,7788.6291,6252.2921,1536.3370,268.8590,1267.4781,17.50,82.50
avalanche,753.9155,482.0966,271.8189,47.5683,224.2506,17.50,82.50
gnosis,22831.8101,2405.3567,20426.4533,3574.6293,16851.8240,17.50,82.50
polygon,13079.9639,985.4727,12094.4913,2116.5360,9977.9553,17.50,82.50
base,10511.3206,1340.3762,9170.9445,1604.9153,7566.0292,17.50,82.50
mainnet,127979.2369,41808.3670,86170.8700,15079.9022,71090.9677,17.50,82.50
