chain,total_fees_collected,total_fees_earned_twap,noncore_fees,noncore_to_dao,noncore_to_vebal,noncore_to_beets,dao_share_pct,vebal_share_pct,beets_share_pct
optimism,215.5089,190.1005,0.0000,0.0000,0.0000,0.0000,17.50,82.50,50.00
mainnet,17945.3555,23556.3862,0.0000,0.0000,0.0000,0.0000,17.50,82.50,0.00
avalanche,1301.9438,235.1796,1066.7642,186.6837,880.0805,0.0000,17.50,82.50,0.00
plasma,6184.6992,0,6184.6992,1082.3224,5102.3769,0.0000,17.50,82.50,0.00
base,7301.4861,2900.2597,4084.7687,714.8345,3369.9341,0.0000,17.50,82.50,0.00
arbitrum,4853.2414,3368.8321,1209.9163,211.7354,998.1810,0.0000,17.50,82.50,0.00
gnosis,1494.2196,457.2755,1036.9442,181.4652,855.4789,0.0000,17.50,82.50,0.00
