chain,total_fees_collected,total_fees_earned_twap,noncore_fees,noncore_to_dao,noncore_to_vebal,noncore_to_beets,dao_share_pct,vebal_share_pct,beets_share_pct
avalanche,4196.9406,2982.2739,1214.6667,212.5667,1002.1000,0.0000,17.50,82.50,0.00
base,11287.7630,6341.3630,4946.4000,865.6200,4080.7800,0.0000,17.50,82.50,0.00
arbitrum,4275.0465,1785.2252,2489.8213,435.7187,2054.1026,0.0000,17.50,82.50,0.00
gnosis,2779.7337,1577.1470,1202.5867,210.4527,992.1340,0.0000,17.50,82.50,0.00
mainnet,18585.3523,11754.1254,6831.2270,1195.4647,5635.7622,0.0000,17.50,82.50,0.00
