chain,total_fees_collected,total_fees_earned_twap,noncore_fees,noncore_to_dao,noncore_to_vebal,noncore_to_beets,dao_share_pct,vebal_share_pct,beets_share_pct
polygon,9723.6090,849.2231,8874.3859,1553.0175,7321.3683,0.0000,17.50,82.50,0.00
arbitrum,8270.1999,5969.9375,2300.2623,402.5459,1897.7164,0.0000,17.50,82.50,0.00
base,3742.6440,4175.8474,0.0000,0.0000,0.0000,0.0000,17.50,82.50,0.00
optimism,2294.4783,4951.7075,0.0000,0.0000,0.0000,0.0000,17.50,82.50,50.00
gnosis,13665.5363,3725.9016,9939.6347,1739.4361,8200.1986,0.0000,17.50,82.50,0.00
avalanche,233.9756,437.8508,0.0000,0.0000,0.0000,0.0000,17.50,82.50,0.00
mainnet,103488.5918,71950.8591,31537.7328,5519.1032,26018.6295,0.0000,17.50,82.50,0.00
fraxtal,7937.6200,0,7937.6200,1389.0835,6548.5365,0.0000,17.50,82.50,0.00
mode,3518.9200,0,3518.9200,615.8110,2903.1090,0.0000,17.50,82.50,0.00
