chain,total_fees_collected,total_fees_earned_twap,noncore_fees,noncore_to_dao,noncore_to_vebal,noncore_to_beets,dao_share_pct,vebal_share_pct,beets_share_pct
arbitrum,3355.4530,2105.5839,1249.8691,218.7271,1031.1420,0.0000,17.50,82.50,0.00
avalanche,6606.5324,4275.4181,2331.1143,407.9450,1923.1693,0.0000,17.50,82.50,0.00
base,9695.9928,5967.4144,3728.5784,652.5012,3076.0772,0.0000,17.50,82.50,0.00
gnosis,2126.3892,1751.3084,375.0808,65.6391,309.4417,0.0000,17.50,82.50,0.00
mainnet,25511.3507,21982.2560,3529.0948,617.5916,2911.5032,0.0000,17.50,82.50,0.00
optimism,1419.9600,1027.2479,392.7121,34.3623,161.9938,196.3561,17.50,82.50,50.00
