chain,total_fees_collected,total_fees_earned_twap,noncore_fees,noncore_to_dao,noncore_to_vebal,dao_share_pct,vebal_share_pct
gnosis,1394.0592,23162.2859,0.0000,0.0000,0.0000,17.50,82.50
arbitrum,3006.7070,23290.5111,0.0000,0.0000,0.0000,17.50,82.50
base,38597.3097,13613.3416,24983.9681,4372.1944,20611.7737,17.50,82.50
mainnet,16267.0178,78320.8610,0.0000,0.0000,0.0000,17.50,82.50
