chain,total_fees_collected,total_fees_earned_twap,noncore_fees,noncore_to_dao,noncore_to_vebal,noncore_to_beets,dao_share_pct,vebal_share_pct,beets_share_pct
optimism,833.1691,866.1562,0.0000,0.0000,0.0000,0.0000,17.50,82.50,50.00
avalanche,3495.1053,2435.8461,1059.2592,185.3704,873.8888,0.0000,17.50,82.50,0.00
mainnet,31071.2398,26736.8511,4320.0692,756.0121,3564.0571,0.0000,17.50,82.50,0.00
base,37487.9256,6640.0506,30747.3229,5380.7815,25366.5414,0.0000,17.50,82.50,0.00
arbitrum,5273.0259,4610.5490,662.4769,115.9335,546.5434,0.0000,17.50,82.50,0.00
gnosis,3136.6636,2213.6703,922.9932,161.5238,761.4694,0.0000,17.50,82.50,0.00
