chain,total_fees_collected,total_fees_earned_twap,noncore_fees,noncore_to_dao,noncore_to_vebal,noncore_to_beets,dao_share_pct,vebal_share_pct,beets_share_pct
arbitrum,7788.6291,5233.1111,2555.5180,447.2157,2108.3024,0.0000,17.50,82.50,0.00
avalanche,753.9155,311.4387,442.4767,77.4334,365.0433,0.0000,17.50,82.50,0.00
gnosis,22831.8101,1556.9966,21274.8134,3723.0924,17551.7211,0.0000,17.50,82.50,0.00
polygon,13079.9639,1108.5137,11971.4502,2095.0038,9876.4464,0.0000,17.50,82.50,0.00
base,10511.3206,4094.2371,6417.0835,1122.9896,5294.0939,0.0000,17.50,82.50,0.00
mainnet,127979.2369,70929.9726,57049.2643,9983.6213,47065.6431,0.0000,17.50,82.50,0.00
