chain,total_fees_collected,total_fees_earned_twap,noncore_fees,noncore_to_dao,noncore_to_vebal,noncore_to_beets,dao_share_pct,vebal_share_pct,beets_share_pct
avalanche,17037.9050,904.4593,16133.4456,2823.3530,13310.0927,0.0000,17.50,82.50,0.00
base,127943.4961,4478.8065,123311.5062,21579.5136,101731.9926,0.0000,17.50,82.50,0.00
gnosis,4869.8623,1034.7620,3835.1003,671.1425,3163.9577,0.0000,17.50,82.50,0.00
arbitrum,8701.1445,4043.0127,4658.1318,815.1731,3842.9587,0.0000,17.50,82.50,0.00
optimism,528.7402,268.8078,259.9324,22.7441,107.2221,129.9662,17.50,82.50,50.00
plasma,74462.8630,0,74462.8630,13031.0010,61431.8619,0.0000,17.50,82.50,0.00
mainnet,33661.4366,18088.6706,14917.5494,2610.5712,12306.9783,0.0000,17.50,82.50,0.00
