chain,total_fees_collected,total_fees_earned_twap,noncore_fees,noncore_to_dao,noncore_to_vebal,noncore_to_beets,dao_share_pct,vebal_share_pct,beets_share_pct
avalanche,370.1494,0,370.1494,64.7761,305.3732,0.0000,17.50,82.50,0.00
base,4726.1650,951.5332,3774.6317,660.5606,3114.0712,0.0000,17.50,82.50,0.00
arbitrum,24475.7119,867.8540,23607.8579,4131.3751,19476.4828,0.0000,17.50,82.50,0.00
polygon,12284.3478,0,12284.3478,2149.7609,10134.5870,0.0000,17.50,82.50,0.00
optimism,2014.1720,440.7352,1573.4369,137.6757,649.0427,786.7184,17.50,82.50,50.00
gnosis,19296.7374,31.6945,19265.0429,3371.3825,15893.6604,0.0000,17.50,82.50,0.00
mainnet,190640.9142,14707.7130,140562.8759,24598.5033,115964.3726,0.0000,17.50,82.50,0.00
