chain,total_fees_collected,core_pool_fees,noncore_fees,noncore_to_dao,noncore_to_vebal,dao_share_pct,vebal_share_pct
mainnet,10000.0000,47427.7324,0.0000,0.0000,0.0000,17.50,82.50
