chain,total_fees_collected,total_fees_earned_twap,noncore_fees,noncore_to_dao,noncore_to_vebal,dao_share_pct,vebal_share_pct
arbitrum,23804.4433,21051.7941,2752.6491,481.7136,2270.9355,17.50,82.50
base,36342.7339,9947.8145,26394.9194,4619.1109,21775.8085,17.50,82.50
gnosis,21963.6229,21027.7481,935.8748,163.7781,772.0967,17.50,82.50
mainnet,61843.6439,63081.3419,0.0000,0.0000,0.0000,17.50,82.50
