chain,total_fees_collected,total_fees_earned_twap,noncore_fees,noncore_to_dao,noncore_to_vebal,dao_share_pct,vebal_share_pct
arbitrum,12099.8786,8763.9300,3335.9486,583.7910,2752.1576,17.50,82.50
avalanche,898.6076,886.3482,12.2594,2.1454,10.1140,17.50,82.50
polygon,21149.6604,1341.5936,19808.0667,3466.4117,16341.6550,17.50,82.50
base,4990.5203,3463.9261,1526.5942,267.1540,1259.4402,17.50,82.50
gnosis,29042.1612,3262.7618,25779.3994,4511.3949,21268.0045,17.50,82.50
mainnet,81905.7834,51666.2829,30239.5004,5291.9126,24947.5879,17.50,82.50
