pool_id,chain,symbol,earned_fees,fees_to_vebal,fees_to_dao,total_incentives,aura_incentives,bal_incentives,redirected_incentives,reroute_incentives,last_join_exit
0xcd78a20c597e367a4e478a2411ceb790604d7c8f000000000000000000000c22,polygon,maticX-WMATIC-BPT,5943.6433,3677.6729,1980.2854,5657.9583,4415.7627,1242.1956,0.0000,0,1724794238
0xf0ad209e2e969eaaa8c882aac71f02d8a047d5c2000200000000000000000b49,polygon,ECLP-WMATIC-stMATIC,661.2998,409.1841,220.3299,629.5140,0.0000,629.5140,0.0000,0,1724787487
0x596192bb6e41802428ac943d2f1476c1af25cc0e000000000000000000000659,mainnet,ezETH-WETH-BPT,27731.7459,13337.6429,7181.8077,20880.2750,15101.9243,5778.3506,360.8243,0,1724798411
0x93d199263632a4ef4bb438f1feb99e57b4b5f0bd0000000000000000000005c2,mainnet,wstETH-WETH-BPT,16276.5078,7828.2215,4215.1962,12255.1951,9044.4335,3210.7617,211.7775,0,1724745671
0x1e19cf2d73a72ef1332c882f20534b6519be0276000200000000000000000112,mainnet,B-rETH-STABLE,13087.2969,6294.3636,3389.2727,9853.9183,0.0000,9853.9183,170.2819,0,1724745671
0xb819feef8f0fcdc268afe14162983a69f6bf179e000000000000000000000689,mainnet,sUSDe/USDC,9350.7052,4497.2418,2421.5917,7040.4978,5382.0927,1658.4051,121.6642,0,1724623787
0x848a5564158d84b8a8fb68ab5d004fae11619a5400000000000000000000066a,mainnet,weETH/ezETH/rswETH,9001.4331,4329.2586,2331.1393,6777.5176,5197.3988,1580.1189,117.1198,0,1724785007
0x36be1e97ea98ab43b4debf92742517266f5731a3000200000000000000000466,mainnet,50wstETH-50ACX,7193.5692,3459.7626,1862.9491,5416.3089,4241.4065,1174.9024,93.5972,0,1724639327
0x05ff47afada98a98982113758878f9a8b9fdda0a000000000000000000000645,mainnet,weETH/rETH,5787.4103,2783.4675,1498.7902,4357.5590,3497.8345,859.7245,75.3014,0,1724794943
0x9f9d900462492d4c21e9523ca95a7cd86142f298000200000000000000000462,mainnet,50rETH-50RPL,5669.0788,2726.5556,1468.1453,4268.4627,3435.2612,833.2015,73.7617,0,1724642579
0x42ed016f826165c2e5976fe5bc3df540c5ad0af700000000000000000000058b,mainnet,wstETH-rETH-sfrxETH-BPT,4712.3982,2266.4381,1220.3897,3548.1420,2929.3718,618.7702,61.3141,0,1723917863
0x7761b6e0daa04e70637d81f1da7d186c205c2ade00000000000000000000065d,mainnet,rsETH / ETHx,3528.3224,1696.9543,913.7446,2656.6067,2303.2365,353.3702,45.9078,0,1724431187
0x3ff3a210e57cfe679d9ad1e9ba6453a716c56a2e0002000000000000000005d5,mainnet,STG/USDC,3118.1565,1499.6841,807.5222,2347.7774,2086.3422,261.4352,40.5711,0,1724742731
0xcf7b51ce5755513d4be016b0e28d6edeffa1d52a000200000000000000000617,mainnet,80RDNT-20wETH,2851.7098,1371.5360,738.5194,2147.1596,1945.4461,201.7135,37.1043,0,1724719607
0x63e0d47a6964ad1565345da9bfa66659f4983f02000000000000000000000681,mainnet,pufETH/wstETH,2629.7377,1264.7780,681.0343,1980.0284,1828.0680,151.9605,34.2161,0,1724738807
0x8353157092ed8be69a9df8f95af097bbf33cb2af0000000000000000000005d9,mainnet,GHO/USDT/USDC,2294.2328,1103.4162,594.1472,1727.4142,1650.6541,76.7601,29.8508,0,1724788535
0x264062ca46a1322c2e6464471764089e01f22f1900000000000000000000066b,mainnet,sDOLA-DOLA BSP,2148.5384,1033.3442,556.4161,1617.7154,1573.6114,44.1040,27.9551,0,1724715467
0xdfe6e7e18f6cc65fa13c8d8966013d4fda74b6ba000000000000000000000558,mainnet,ankrETH/wstETH,1715.3394,824.9962,444.2287,1291.5436,1291.5436,0.0000,22.3187,0,1724690699
0x4216d5900a6109bba48418b5e2ab6cc4e61cf4770000000000000000000006a1,mainnet,trenSTETH,1432.7569,689.0875,371.0471,1078.7766,1078.7766,0.0000,18.6419,0,1724655779
0xf7a826d47c8e02835d94fb0aa40f0cc9505cb1340002000000000000000005e0,mainnet,ECLP-wstETH-cbETH,1376.7998,662.1748,356.5557,1036.6444,1036.6444,0.0000,17.9139,0,1724465423
0x49cbd67651fbabce12d1df18499896ec87bef46f00000000000000000000064a,mainnet,sDAI/3Pool,1265.5030,608.6464,327.7327,952.8449,952.8449,0.0000,16.4658,0,1723234907
0xf01b0684c98cd7ada480bfdf6e43876422fa1fc10002000000000000000005de,mainnet,ECLP-wstETH-wETH,1035.6509,498.0985,268.2069,779.7806,0.0000,779.7806,13.4751,0,1724634395
