pool_id,chain,symbol,earned_fees,fees_to_vebal,fees_to_dao,total_incentives,aura_incentives,bal_incentives,redirected_incentives,reroute_incentives,last_join_exit
0xcd78a20c597e367a4e478a2411ceb790604d7c8f000000000000000000000c22,polygon,maticX-WMATIC-BPT,5293.7237,8863.1247,4772.4518,13635.5765,8302.3942,5333.1823,0.0000,0,1724794238
0xf0ad209e2e969eaaa8c882aac71f02d8a047d5c2000200000000000000000b49,polygon,ECLP-WMATIC-stMATIC,1991.3256,3334.0175,1795.2402,5129.2577,3123.0890,2006.1687,0.0000,0,1724787487
0xee278d943584dd8640eaf4cc6c7a5c80c0073e85000200000000000000000bc7,polygon,ECLP-WMATIC-MATICX,1182.8792,1980.4595,1066.4013,3046.8608,1855.1646,1191.6961,0.0000,0,1724681882
0x848a5564158d84b8a8fb68ab5d004fae11619a5400000000000000000000066a,mainnet,weETH/ezETH/rswETH,67439.4438,31461.4888,16940.8017,48699.2356,30807.0870,17892.1486,296.9451,0,1724785007
0x596192bb6e41802428ac943d2f1476c1af25cc0e000000000000000000000659,mainnet,ezETH-WETH-BPT,50043.7004,23346.1196,12570.9875,36137.4563,23158.5036,12978.9527,220.3493,0,1724738543
0x1e19cf2d73a72ef1332c882f20534b6519be0276000200000000000000000112,mainnet,B-rETH-STABLE,43073.3726,20094.3595,10820.0397,31104.0572,0.0000,31104.0572,189.6580,0,1724745671
0x93d199263632a4ef4bb438f1feb99e57b4b5f0bd0000000000000000000005c2,mainnet,wstETH-WETH-BPT,33391.5672,15577.6554,8387.9683,24112.6514,15836.8718,8275.7796,147.0276,0,1724745671
0x05ff47afada98a98982113758878f9a8b9fdda0a000000000000000000000645,mainnet,weETH/rETH,27523.9190,12840.3116,6914.0139,19875.5171,13256.9765,6618.5405,121.1916,0,1724794943
0x3ff3a210e57cfe679d9ad1e9ba6453a716c56a2e0002000000000000000005d5,mainnet,STG/USDC,27007.7775,12599.5240,6784.3591,19502.8020,13030.0387,6472.7633,118.9189,0,1724742731
0x42ed016f826165c2e5976fe5bc3df540c5ad0af700000000000000000000058b,mainnet,wstETH-rETH-sfrxETH-BPT,16768.6847,7822.8372,4212.2969,12108.9689,8528.1010,3580.8679,73.8348,0,1723917863
0x36be1e97ea98ab43b4debf92742517266f5731a3000200000000000000000466,mainnet,50wstETH-50ACX,15159.5761,7072.1644,3808.0885,10947.0026,7820.6059,3126.3966,66.7497,0,1724639327
0x7761b6e0daa04e70637d81f1da7d186c205c2ade00000000000000000000065d,mainnet,rsETH / ETHx,6883.9877,3211.4812,1729.2591,4971.0514,4181.9844,789.0670,30.3111,0,1724431187
0xf16aee6a71af1a9bc8f56975a4c2705ca7a782bc0002000000000000000004bb,mainnet,20WETH-80ALCX,6826.3055,3184.5716,1714.7693,4929.3980,4156.6226,772.7754,30.0572,0,1724636015
0xcf7b51ce5755513d4be016b0e28d6edeffa1d52a000200000000000000000617,mainnet,80RDNT-20wETH,6278.7015,2929.1063,1577.2111,4533.9633,3915.8513,618.1120,27.6460,0,1724719607
0xdfe6e7e18f6cc65fa13c8d8966013d4fda74b6ba000000000000000000000558,mainnet,ankrETH/wstETH,5189.5899,2421.0198,1303.6260,3747.4963,3436.9893,310.5069,22.8505,0,1724690699
0xf01b0684c98cd7ada480bfdf6e43876422fa1fc10002000000000000000005de,mainnet,ECLP-wstETH-wETH,5063.5588,2362.2244,1271.9670,3656.4869,3381.5758,274.9111,22.2955,0,1724634395
0xf7a826d47c8e02835d94fb0aa40f0cc9505cb1340002000000000000000005e0,mainnet,ECLP-wstETH-cbETH,2892.9880,1349.6213,726.7191,2089.0786,2089.0786,0.0000,12.7382,0,1724465423
0x9f9d900462492d4c21e9523ca95a7cd86142f298000200000000000000000462,mainnet,50rETH-50RPL,2766.7236,1290.7171,695.0015,1997.9009,1997.9009,0.0000,12.1823,0,1724642579
0x1cce5169bde03f3d5ad0206f6bd057953539dae600020000000000000000062b,mainnet,ECLP-GYD-sDAI,1905.6021,888.9913,478.6876,1376.0695,1376.0695,0.0000,8.3906,0,1724766323
0x264062ca46a1322c2e6464471764089e01f22f1900000000000000000000066b,mainnet,sDOLA-DOLA BSP,1890.9061,882.1354,474.9960,1365.4573,1365.4573,0.0000,8.3259,0,1724715467
0xb08885e6026bab4333a80024ec25a1a3e1ff2b8a000200000000000000000445,mainnet,B-staFiETH-WETH-Stable,1550.6247,723.3891,389.5172,1119.7340,1119.7340,0.0000,6.8276,0,1723391939
0x49cbd67651fbabce12d1df18499896ec87bef46f00000000000000000000064a,mainnet,sDAI/3Pool,858.1130,400.3223,215.5582,619.6588,0.0000,619.6588,3.7784,0,1723234907
0xff42a9af956617e4c3532ef2fc7567465efe4909000200000000000000000672,mainnet,50KEP/50rsETH,734.5046,342.6571,184.5077,530.3990,0.0000,530.3990,3.2341,0,1724635055
0xbad20c15a773bf03ab973302f61fabcea5101f0a000000000000000000000034,gnosis,bb-WETH-wstETH,6769.6255,24627.0440,13260.7160,37887.7600,23069.0003,14818.7597,0.0000,0,1724793925
0xc771c1a5905420daec317b154eb13e4198ba97d0000000000000000000000023,base,rETH-WETH-BPT,962.4428,1337.8421,720.3765,2306.6950,1404.4944,902.2006,248.4763,0,1724766871
0xfd2620c9cfcec7d152467633b3b0ca338d3d78cc00000000000000000000001c,avalanche,sAVAX-WAVAX-BPT,16932.4223,15084.7363,8122.5503,23207.2867,14130.3921,9076.8946,0.0000,0,1724784272
0xc13546b97b9b1b15372368dc06529d7191081f5b00000000000000000000001d,avalanche,ggAVAX-WAVAX-BPT,12527.4397,11160.4307,6009.4627,17169.8933,10454.3598,6715.5335,0.0000,0,1724686769
0x32df62dc3aed2cd6224193052ce665dc181658410002000000000000000003bd,arbitrum,RDNT-WETH,34996.0136,17936.0762,9657.8872,27593.9634,16888.7710,10705.1924,0.0000,0,1724796403
0x9791d590788598535278552eecd4b211bfc790cb000000000000000000000498,arbitrum,wstETH-WETH-BPT,8170.4966,4187.5241,2254.8207,6442.3447,4010.0287,2432.3161,0.0000,0,1724788730
0xd0ec47c54ca5e20aaae4616c25c825c7f48d40690000000000000000000004ef,arbitrum,rETH/wETH BPT,3894.6974,1996.1013,1074.8238,3070.9251,1957.2475,1113.6776,0.0000,0,1724742777
0x423a1323c871abc9d89eb06855bf5347048fc4a5000000000000000000000496,arbitrum,4POOL,3529.2155,1808.7854,973.9614,2782.7467,1781.7822,1000.9645,0.0000,0,1724788753
0x2d6ced12420a9af5a83765a8c48be2afcd1a8feb000000000000000000000500,arbitrum,cbETH/rETH/wstETH,3412.8937,1749.1684,941.8599,2691.0283,1725.9369,965.0914,0.0000,0,1724788954
0xc2598280bfea1fe18dfcabd21c7165c40c6859d30000000000000000000004f3,arbitrum,wstETH/sfrxETH,2205.6758,1130.4479,608.7027,1739.1506,1146.3601,592.7905,0.0000,0,1724675436
0x3fd4954a851ead144c2ff72b1f5a38ea5976bd54000000000000000000000480,arbitrum,ankrETH/wstETH-BPT,2100.9932,1076.7962,579.8133,1656.6096,1096.1027,560.5068,0.0000,0,1724796435
0x2ce4457acac29da4736ae6f5cd9f583a6b335c270000000000000000000004dc,arbitrum,sFRAX/4POOL,1778.2896,911.4049,490.7565,1402.1613,941.1750,460.9864,0.0000,0,1724788753
0xb61371ab661b1acec81c699854d2f911070c059e000000000000000000000516,arbitrum,ezETH/wstETH,1456.8949,746.6844,402.0609,1148.7453,0.0000,1148.7453,0.0000,0,1724781599
