pool_id,chain,symbol,earned_fees,fees_to_vebal,fees_to_dao,total_incentives,aura_incentives,bal_incentives,redirected_incentives,reroute_incentives,last_join_exit
0xcd78a20c597e367a4e478a2411ceb790604d7c8f000000000000000000000c22,polygon,maticX-WMATIC-BPT,7758.3196,11409.2465,6143.4404,17552.6869,10287.6450,7265.0418,0.0000,0,1724794238
0xee278d943584dd8640eaf4cc6c7a5c80c0073e85000200000000000000000bc7,polygon,ECLP-WMATIC-MATICX,2240.4851,3294.8174,1774.1324,5068.9498,2970.9159,2098.0339,0.0000,0,1724681882
0xf0ad209e2e969eaaa8c882aac71f02d8a047d5c2000200000000000000000b49,polygon,ECLP-WMATIC-stMATIC,732.0714,1076.5711,579.6921,1656.2633,970.7373,685.5259,0.0000,0,1724787487
0x848a5564158d84b8a8fb68ab5d004fae11619a5400000000000000000000066a,mainnet,weETH/ezETH/rswETH,98644.4909,50042.8390,26946.1441,77299.8953,46825.0796,30474.8157,310.9123,0,1724785007
0x1e19cf2d73a72ef1332c882f20534b6519be0276000200000000000000000112,mainnet,B-rETH-STABLE,52936.4447,26854.9207,14460.3419,41482.1101,0.0000,41482.1101,166.8475,0,1724745671
0x596192bb6e41802428ac943d2f1476c1af25cc0e000000000000000000000659,mainnet,ezETH-WETH-BPT,37969.2619,19261.9947,10371.8433,29753.5112,18958.1026,10795.4086,119.6733,0,1724738543
0x05ff47afada98a98982113758878f9a8b9fdda0a000000000000000000000645,mainnet,weETH/rETH,32559.9507,16517.8243,8894.2131,25514.6614,16473.7090,9040.9524,102.6240,0,1724794943
0x93d199263632a4ef4bb438f1feb99e57b4b5f0bd0000000000000000000005c2,mainnet,wstETH-WETH-BPT,27662.3158,14033.2299,7556.3545,21676.7718,14224.3186,7452.4532,87.1874,0,1724745671
0x42ed016f826165c2e5976fe5bc3df540c5ad0af700000000000000000000058b,mainnet,wstETH-rETH-sfrxETH-BPT,16011.6076,8122.7679,4373.7981,12547.0321,8873.3702,3673.6619,50.4661,0,1723917863
0x36be1e97ea98ab43b4debf92742517266f5731a3000200000000000000000466,mainnet,50wstETH-50ACX,11804.5393,5988.5013,3224.5776,9250.2850,6941.1439,2309.1411,37.2061,0,1724639327
0xf16aee6a71af1a9bc8f56975a4c2705ca7a782bc0002000000000000000004bb,mainnet,20WETH-80ALCX,8565.9452,4345.5464,2339.9096,6712.4546,5453.7193,1258.7353,26.9985,0,1724636015
0xf01b0684c98cd7ada480bfdf6e43876422fa1fc10002000000000000000005de,mainnet,ECLP-wstETH-wETH,6446.6219,3270.4032,1760.9863,5051.7083,4480.3544,571.3539,20.3188,0,1724634395
