pool_id,chain,symbol,earned_fees,fees_to_vebal,fees_to_dao,total_incentives,aura_incentives,bal_incentives,redirected_incentives,reroute_incentives,last_join_exit
0xcd78a20c597e367a4e478a2411ceb790604d7c8f000000000000000000000c22,polygon,maticX-WMATIC-BPT,6441.2864,5318.4212,2863.7653,8182.1864,5610.7451,2571.4413,0.0000,0,1724794238
0xf0ad209e2e969eaaa8c882aac71f02d8a047d5c2000200000000000000000b49,polygon,ECLP-WMATIC-stMATIC,1153.7123,952.5936,512.9350,1465.5286,1004.9523,460.5762,0.0000,0,1724787487
0x596192bb6e41802428ac943d2f1476c1af25cc0e000000000000000000000659,mainnet,ezETH-WETH-BPT,69863.2742,29418.6233,15840.7972,45435.1842,31707.8064,13727.3778,175.7637,0,1724798411
0x3ff3a210e57cfe679d9ad1e9ba6453a716c56a2e0002000000000000000005d5,mainnet,STG/USDC,51124.5153,21527.9469,11591.9714,33248.5386,23351.0960,9897.4425,128.6203,0,1724742731
0x05ff47afada98a98982113758878f9a8b9fdda0a000000000000000000000645,mainnet,weETH/rETH,33435.6376,14079.3634,7581.1957,21744.6773,15462.5892,6282.0881,84.1182,0,1724794943
0x93d199263632a4ef4bb438f1feb99e57b4b5f0bd0000000000000000000005c2,mainnet,wstETH-WETH-BPT,21876.2595,9211.8419,4960.2226,14227.1013,10307.5853,3919.5160,55.0368,0,1724745671
0x1e19cf2d73a72ef1332c882f20534b6519be0276000200000000000000000112,mainnet,B-rETH-STABLE,20433.2687,8604.2151,4633.0389,13288.6604,0.0000,13288.6604,51.4065,0,1724745671
0xb819feef8f0fcdc268afe14162983a69f6bf179e000000000000000000000689,mainnet,sUSDe/USDC,16500.3476,6948.1071,3741.2884,10730.9075,7910.1513,2820.7562,41.5120,0,1724623787
0x36be1e97ea98ab43b4debf92742517266f5731a3000200000000000000000466,mainnet,50wstETH-50ACX,16405.3850,6908.1194,3719.7566,10669.1491,7867.8019,2801.3472,41.2731,0,1724639327
0x848a5564158d84b8a8fb68ab5d004fae11619a5400000000000000000000066a,mainnet,weETH/ezETH/rswETH,11908.7644,5014.6441,2700.1930,7744.7974,5862.4953,1882.3021,29.9604,0,1724785007
0x9f9d900462492d4c21e9523ca95a7cd86142f298000200000000000000000462,mainnet,50rETH-50RPL,11130.4875,4686.9206,2523.7265,7238.6494,5515.4161,1723.2334,28.0024,0,1724642579
