pool_id,chain,symbol,earned_fees,fees_to_vebal,fees_to_dao,total_incentives,aura_incentives,bal_incentives,redirected_incentives,reroute_incentives,last_join_exit
0xcd78a20c597e367a4e478a2411ceb790604d7c8f000000000000000000000c22,polygon,maticX-WMATIC-BPT,5280.7587,11637.7254,6266.4675,17904.1929,11381.4677,6522.7252,0.0000,0,1724794238
0xf0ad209e2e969eaaa8c882aac71f02d8a047d5c2000200000000000000000b49,polygon,ECLP-WMATIC-stMATIC,1607.2107,3541.9677,1907.2134,5449.1810,3463.9751,1985.2059,0.0000,0,1724787487
0xee278d943584dd8640eaf4cc6c7a5c80c0073e85000200000000000000000bc7,polygon,ECLP-WMATIC-MATICX,967.0746,2131.2370,1147.5891,3278.8261,2084.3080,1194.5180,0.0000,0,1724681882
0x596192bb6e41802428ac943d2f1476c1af25cc0e000000000000000000000659,mainnet,ezETH-WETH-BPT,87011.9319,44343.3929,23877.2115,68449.6905,44449.7271,23999.9633,229.0861,0,1724738543
0x05ff47afada98a98982113758878f9a8b9fdda0a000000000000000000000645,mainnet,weETH/rETH,41101.2940,20946.2172,11278.7323,32333.1615,21490.9090,10842.2525,108.2120,0,1724794943
0x848a5564158d84b8a8fb68ab5d004fae11619a5400000000000000000000066a,mainnet,weETH/ezETH/rswETH,31323.4178,15963.1742,8595.5553,24641.1982,16601.2257,8039.9725,82.4687,0,1724785007
0x1e19cf2d73a72ef1332c882f20534b6519be0276000200000000000000000112,mainnet,B-rETH-STABLE,27498.4486,14013.8770,7545.9338,21632.2090,0.0000,21632.2090,72.3982,0,1724745671
0xf16aee6a71af1a9bc8f56975a4c2705ca7a782bc0002000000000000000004bb,mainnet,20WETH-80ALCX,24078.3430,12270.9081,6607.4121,18941.7140,12978.1361,5963.5779,63.3938,0,1724636015
0x93d199263632a4ef4bb438f1feb99e57b4b5f0bd0000000000000000000005c2,mainnet,wstETH-WETH-BPT,16696.7705,8509.0796,4581.8121,13134.8511,9286.7872,3848.0639,43.9595,0,1724745671
0x36be1e97ea98ab43b4debf92742517266f5731a3000200000000000000000466,mainnet,50wstETH-50ACX,12230.6401,6233.0311,3356.2475,9621.4796,7053.3816,2568.0980,32.2010,0,1724639327
0x42ed016f826165c2e5976fe5bc3df540c5ad0af700000000000000000000058b,mainnet,wstETH-rETH-sfrxETH-BPT,10995.4829,5603.5650,3017.3042,8649.8183,6435.7089,2214.1094,28.9490,0,1723917863
0x7761b6e0daa04e70637d81f1da7d186c205c2ade00000000000000000000065d,mainnet,rsETH / ETHx,5581.0137,2844.2201,1531.5031,4390.4169,3728.0616,662.3553,14.6938,0,1724431187
0xdfe6e7e18f6cc65fa13c8d8966013d4fda74b6ba000000000000000000000558,mainnet,ankrETH/wstETH,4873.0995,2483.4498,1337.2422,3833.5220,3374.0506,459.4714,12.8300,0,1724690699
0xf01b0684c98cd7ada480bfdf6e43876422fa1fc10002000000000000000005de,mainnet,ECLP-wstETH-wETH,4261.1492,2171.5851,1169.3150,3352.1189,3068.0288,284.0901,11.2188,0,1724634395
0x49cbd67651fbabce12d1df18499896ec87bef46f00000000000000000000064a,mainnet,sDAI/3Pool,3976.4163,2026.4783,1091.1806,3128.1281,2925.6406,202.4874,10.4692,0,1723234907
0xcf7b51ce5755513d4be016b0e28d6edeffa1d52a000200000000000000000617,mainnet,80RDNT-20wETH,3301.8268,1682.6911,906.0644,2597.4486,2588.2944,9.1541,8.6931,0,1724719607
0xf7a826d47c8e02835d94fb0aa40f0cc9505cb1340002000000000000000005e0,mainnet,ECLP-wstETH-cbETH,2497.1480,1272.6073,685.2501,1964.4319,1964.4319,0.0000,6.5745,0,1724465423
0x8353157092ed8be69a9df8f95af097bbf33cb2af0000000000000000000005d9,mainnet,GHO/USDT/USDC,2084.4724,1062.2977,572.0065,1639.7922,1639.7922,0.0000,5.4880,0,1724788535
0x264062ca46a1322c2e6464471764089e01f22f1900000000000000000000066b,mainnet,sDOLA-DOLA BSP,2010.5265,1024.6131,551.7148,1581.6212,1581.6212,0.0000,5.2933,0,1724715467
