pool_id,chain,partner,amount,target,pool_type
0xb4161aea25bd6c5c8590ad50deb4ca752532f05d,base,QuantAMM,635.1223280130203948985219935,0xd785201fd2D9be7602F6682296Bb415530C027Ef,non-core
0x6b61d8680c4f9e560c8306807908553f95c749c5,mainnet,QuantAMM,0.00001940337155465324829991675692,0xd785201fd2D9be7602F6682296Bb415530C027Ef,non-core
