pool_id,chain,partner,amount,target,pool_type
0x32df62dc3aed2cd6224193052ce665dc181658410002000000000000000003bd,arbitrum,Radiant,532.2538297481535472143465592,0x1234567890123456789012345678901234567890,core
0x93d199263632a4ef4bb438f1feb99e57b4b5f0bd0000000000000000000005c2,mainnet,Lido,3108.046474131406073680808639,0x1234567890123456789012345678901234567890,core
0x1e19cf2d73a72ef1332c882f20534b6519be0276000200000000000000000112,mainnet,Rocket Pool,2115.476110728783663835132191,0x1234567890123456789012345678901234567890,core
0x596192bb6e41802428ac943d2f1476c1af25cc0e000000000000000000000659,mainnet,Renzo,1280.309489338233890218239596,0x1234567890123456789012345678901234567890,core
0x3de27efa2f1aa663ae5d458857e731c129069f29000200000000000000000588,mainnet,Aave,4797.117894848486287439270604,0x1234567890123456789012345678901234567890,non-core
