pool_id,chain,partner,amount,target,pool_type
0x6b61d8680c4f9e560c8306807908553f95c749c5,mainnet,QuantAMM,2.903322070821546412061686106E-7,0xd785201fd2D9be7602F6682296Bb415530C027Ef,non-core
0xb4161aea25bd6c5c8590ad50deb4ca752532f05d,base,QuantAMM,198.6510138270757397541697293,0xd785201fd2D9be7602F6682296Bb415530C027Ef,non-core
