pool_id,chain,partner,earned_fees,amount,target,pool_type
0x3de27efa2f1aa663ae5d458857e731c129069f29000200000000000000000588,mainnet,EZKL,3583.596893904503126133966116,179.1798446952251563066983058,0xB7aadD330A64088A85e500874DCDcFB7F253fEB4,non-core
