pool_id,chain,symbol,bpt_price,earned_fees,fees_to_vebal,fees_to_dao,fees_to_beets,total_incentives,aura_incentives,bal_incentives,redirected_incentives,reroute_incentives,last_join_exit,is_partner
0x49e75c0df48ad09a0e20e8bbded07ee60dd8bc03,optimism,ss-sfrxETH-rETH-wstETH,0.0000,313.6896,19.6056,27.4478,47.0534,219.5827,0.0000,219.5827,0.0000,0,0,False
0xa4dd31a2725f74163b5826bbd1dfe7684215b104,optimism,eclp-sfrxUSD-waOptUSDCn,0.0000,305.5077,19.0942,26.7319,45.8261,213.8554,0.0000,213.8554,0.0000,0,0,False
0x0854c8fa68cff2ac363b541f08f35181ca51b870,optimism,bpt-50sfrxUSD-50waOptWETH,0.0000,283.9488,17.7468,24.8455,42.5923,198.7642,0.0000,198.7642,0.0000,0,0,False
0x08a8bba83af849e3755771a4070aec87c9d6b86e,optimism,eclp-sfrxETH-waOptWETH,0.0000,245.8537,15.3659,21.5122,36.8781,172.0976,0.0000,172.0976,0.0000,0,0,False
0xe0d0b607539fdb647c4e87eff89588c6bb669c03,optimism,bpt-wrsETH-waOptWETH,0.0000,242.9054,15.1816,21.2542,36.4358,170.0338,0.0000,170.0338,0.0000,0,0,False
0x870c0af8a1af0b58b4b0bd31ce4fe72864ae45be,optimism,Balancer rETH-Aave wETH,0.0000,142.4719,8.9045,12.4663,21.3708,99.7303,0.0000,99.7303,0.0000,0,0,False
0x85b2b559bc2d21104c4defdd6efca8a20343361d,mainnet,Aave GHO/USDT/USDC,0.0000,5016.5405,627.0676,877.8946,0.0000,4114.7696,2749.9767,1364.7930,603.1913,0,0,False
0x57c23c58b1d8c3292c15becf07c62c5c52457a42,mainnet,osETH-waWETH,0.0000,1748.6796,218.5849,306.0189,0.0000,1434.3378,958.5945,475.7433,210.2621,0,0,False
0xc4ce391d82d164c166df9c8336ddf84206b2f812,mainnet,Aave Lido wETH-wstETH,0.0000,1480.4095,185.0512,259.0717,0.0000,1214.2918,811.5337,402.7581,178.0052,0,0,False
0x121edb0badc036f5fc610d015ee14093c142313b,mainnet,rstETH-Lido wstETH,0.0000,427.1648,53.3956,74.7538,0.0000,0.0000,0.0000,0.0000,-299.0154,0,0,False
0x9ed5175aecb6653c1bdaa19793c16fd74fbeeb37,mainnet,Surge tETH-Lido wstETH,0.0000,285.3920,35.6740,49.9436,0.0000,0.0000,0.0000,0.0000,-199.7744,0,0,False
0x4ab7ab316d43345009b2140e0580b072eec7df16,mainnet,ETHx waWETH,0.0000,259.6447,32.4556,45.4378,0.0000,0.0000,0.0000,0.0000,-181.7513,0,0,False
0xe2332649955c7c98389480ab46dd4cb6755ac703,mainnet,75SDEX25AaveLidoETH,0.0000,181.6271,22.7034,31.7847,0.0000,0.0000,0.0000,0.0000,-127.1389,0,0,False
0x6b31a94029fd7840d780191b6d63fa0d269bd883,mainnet,Surge Fluid wstETH-wETH,0.0000,129.7000,16.2125,22.6975,0.0000,0.0000,0.0000,0.0000,-68.0925,0,0,False
0xf028ac624074d6793c36dc8a06ecec0f5a39a718,mainnet,Steak USDR-USDQ-USDT,0.0000,77.2828,9.6604,13.5245,0.0000,0.0000,0.0000,0.0000,-54.0980,0,0,False
0x2b261c98a81cfda61bee7bfcf941a3d336be7957,mainnet,Surge slpETH-gtWETHe,0.0000,45.2413,5.6552,7.9172,0.0000,0.0000,0.0000,0.0000,-31.6689,0,0,False
0x2f0508c56cfc35499f79f818dfc34113fe7f6d50,mainnet,Surge slpUSD-aUSDC,0.0000,37.2984,4.6623,6.5272,0.0000,0.0000,0.0000,0.0000,-26.1089,0,0,False
0x6c5972311191097d002e804a9bf97c96c54059ed,mainnet,Surge USDf-aGHO,0.0000,5.4433,0.6804,0.9526,0.0000,0.0000,0.0000,0.0000,-3.8103,0,0,False
0xd1d7fa8871d84d0e77020fc28b7cd5718c446522,gnosis,aGNO/sDAI,0.0000,812.8524,101.6065,142.2492,0.0000,1372.6622,917.3755,455.2866,803.6655,0,0,False
0x6e6bb18449fcf15b79efa2cfa70acf7593088029,gnosis,waWstETH-waWETH,0.0000,643.1248,80.3906,112.5468,0.0000,0.0000,0.0000,0.0000,-450.1874,0,0,False
0x272d6be442e30d7c87390edeb9b96f1e84cecd8d,gnosis,50waWstETH-50waGNO,0.0000,504.9688,63.1211,88.3695,0.0000,0.0000,0.0000,0.0000,-353.4782,0,0,False
0x7ab124ec4029316c2a42f713828ddf2a192b36db,base,Aave USDC-Aave GHO,0.0000,3265.5765,408.1971,571.4759,0.0000,2571.3752,2177.9095,393.4657,285.4717,0,0,False
0x5b14ce8de84448e9a6f6af652af318472aa4fcaf,base,Aave GHO-USR,0.0000,872.9977,109.1247,152.7746,0.0000,687.4145,0.0000,687.4145,76.3161,0,0,False
0xb5bfb5adb736ea852bd58fec71db3b356c2a3938,base,Aave wstETH-ezETH,0.0000,241.5853,30.1982,42.2774,0.0000,0.0000,0.0000,0.0000,-169.1097,0,0,False
0x9ab907fb3e098103ca048ad26e501bf7b3dfa3eb,base,Surge Aave EURC-GHO,0.0000,156.3504,19.5438,27.3613,0.0000,0.0000,0.0000,0.0000,-109.4453,0,0,False
0xb7b8b3afc010169779c5c2385ec0eb0477fe3347,base,Balancer rETH-Aave wETH,0.0000,101.3270,12.6659,17.7322,0.0000,0.0000,0.0000,0.0000,-70.9289,0,0,False
0x9972c4f21b5ae6062233031314adbbdda7513ed2,base,Surge Aave wstETH-fWETH,0.0000,23.4361,2.9295,4.1013,0.0000,0.0000,0.0000,0.0000,-12.3039,0,0,False
0xa4e1b0ddffc0e3aa63dbca462cf370e4f1dc9b8b,avalanche,Gyro AAVE WAVAX-USDC,0.0000,1307.0683,163.3835,228.7370,0.0000,1492.7659,1492.7659,0.0000,577.8181,0,0,False
0x31ae873544658654ce767bde179fd1bbcb84850b,avalanche,Aave USDT/USDC/AUSD,0.0000,1017.8451,127.2306,178.1229,0.0000,1162.4521,0.0000,1162.4521,449.9606,0,0,False
0x22715161201922af61f4ca22e979ef0c6c20be13,avalanche,Surge eK3 savUSD-USDT,0.0000,878.8239,109.8530,153.7942,0.0000,1003.6800,0.0000,1003.6800,388.5033,0,0,False
