pool_id,chain,symbol,bpt_price,earned_fees,fees_to_vebal,fees_to_dao,total_incentives,aura_incentives,bal_incentives,redirected_incentives,reroute_incentives,last_join_exit,is_partner
0xcd78a20c597e367a4e478a2411ceb790604d7c8f000000000000000000000c22,polygon,maticX-WMATIC-BPT,0.2299,973.6334,121.7042,170.3858,681.5434,0.0000,681.5434,0.0000,0,1750180027,False
0x596192bb6e41802428ac943d2f1476c1af25cc0e000000000000000000000659,mainnet,ezETH-WETH-BPT,2664.3660,8255.0706,1031.8838,1444.6374,6132.9077,4910.3181,1222.5896,354.3583,0,1750146443,False
0x1e19cf2d73a72ef1332c882f20534b6519be0276000200000000000000000112,mainnet,Rocket Pool,2696.7685,6723.5657,840.4457,1176.6240,3818.4887,0.0000,3818.4887,288.6167,0,1749977543,True
0x93d199263632a4ef4bb438f1feb99e57b4b5f0bd0000000000000000000005c2,mainnet,Lido,2701.3971,5472.7788,684.0974,957.7363,3108.1341,2363.9506,744.1835,234.9252,0,1750167263,True
0x36be1e97ea98ab43b4debf92742517266f5731a3000200000000000000000466,mainnet,50wstETH-50ACX,27.5343,4853.4463,606.6808,849.3531,3605.7521,2763.4671,842.2850,208.3397,0,1750101659,False
0x42ed016f826165c2e5976fe5bc3df540c5ad0af700000000000000000000058b,mainnet,wstETH-rETH-sfrxETH-BPT,2683.8779,4023.8545,502.9818,704.1745,2989.4267,2246.5002,742.9264,172.7285,0,1749863615,False
0xf16aee6a71af1a9bc8f56975a4c2705ca7a782bc0002000000000000000004bb,mainnet,20WETH-80ALCX,25.7438,2741.9540,342.7442,479.8419,2037.0693,1491.5058,545.5635,117.7015,0,1750168655,False
0x3ff3a210e57cfe679d9ad1e9ba6453a716c56a2e0002000000000000000005d5,mainnet,STG/USDC,0.4513,2515.7629,314.4704,440.2585,1869.0260,1358.2087,510.8173,107.9920,0,1750184507,False
0x05ff47afada98a98982113758878f9a8b9fdda0a000000000000000000000645,mainnet,weETH/rETH,2664.7107,2228.1469,278.5184,389.9257,1655.3485,1195.3109,460.0376,95.6457,0,1749966251,False
0xb91159aa527d4769cb9faf3e4adb760c7e8c8ea700000000000000000000067c,mainnet,ETHx/wstETH,2650.4978,1902.9327,237.8666,333.0132,1413.7384,1015.5376,398.2008,81.6855,0,1749831659,False
0x1d13531bf6344c102280ce4c458781fbf14dad140000000000000000000006df,mainnet,tETH/wstETH,3111.3201,1507.1205,188.3901,263.7461,1119.6792,800.9645,318.7148,64.6949,0,1750150091,False
0xdfe6e7e18f6cc65fa13c8d8966013d4fda74b6ba000000000000000000000558,mainnet,ankrETH/wstETH,2684.8192,982.1767,122.7721,171.8809,729.6847,0.0000,729.6847,42.1610,0,1748698583,False
0x63e0d47a6964ad1565345da9bfa66659f4983f02000000000000000000000681,mainnet,pufETH/wstETH,2655.8012,637.3850,79.6731,111.5424,0.0000,0.0000,0.0000,-446.1695,0,1749364871,False
0x848a5564158d84b8a8fb68ab5d004fae11619a5400000000000000000000066a,mainnet,weETH/ezETH/rswETH,2670.0251,544.7561,68.0945,95.3323,0.0000,0.0000,0.0000,-381.3293,0,1749974831,False
0xb819feef8f0fcdc268afe14162983a69f6bf179e000000000000000000000689,mainnet,sUSDe/USDC,1.0934,374.2556,46.7819,65.4947,0.0000,0.0000,0.0000,-261.9789,0,1750004243,False
0x8353157092ed8be69a9df8f95af097bbf33cb2af0000000000000000000005d9,mainnet,GHO/USDT/USDC,1.0183,362.2882,45.2860,63.4004,0.0000,0.0000,0.0000,-253.6017,0,1748667491,False
0xcf7b51ce5755513d4be016b0e28d6edeffa1d52a000200000000000000000617,mainnet,80RDNT-20wETH,0.2160,256.8433,32.1054,44.9476,0.0000,0.0000,0.0000,-179.7903,0,1750134503,False
0xda17f3663c5d04c0b316cfa1a04aa53ebbc8c12c0000000000000000000006e7,mainnet,eBTC/wBTC,106862.7729,186.9796,23.3724,32.7214,0.0000,0.0000,0.0000,-130.8857,0,1750168151,False
