pool_id,chain,symbol,bpt_price,earned_fees,fees_to_vebal,fees_to_dao,total_incentives,aura_incentives,bal_incentives,redirected_incentives,reroute_incentives,last_join_exit,is_partner
0xcd78a20c597e367a4e478a2411ceb790604d7c8f000000000000000000000c22,polygon,maticX-WMATIC-BPT,0.2477,1678.5971,209.8246,293.7545,1175.0180,0.0000,1175.0180,0.0000,0,1747344897,False
0x93d199263632a4ef4bb438f1feb99e57b4b5f0bd0000000000000000000005c2,mainnet,Lido,2210.5928,17760.2656,2220.0332,3108.0465,12949.1512,9554.0087,3395.1425,516.9653,0,1747295615,True
0x1e19cf2d73a72ef1332c882f20534b6519be0276000200000000000000000112,mainnet,Rocket Pool,2206.8362,12088.4349,1511.0544,2115.4761,8813.7743,0.0000,8813.7743,351.8698,0,1747297487,True
0x596192bb6e41802428ac943d2f1476c1af25cc0e000000000000000000000659,mainnet,Renzo,2178.9212,7316.0542,914.5068,1280.3095,5334.1934,4394.5383,939.6552,212.9555,0,1747303307,True
0x36be1e97ea98ab43b4debf92742517266f5731a3000200000000000000000466,mainnet,50wstETH-50ACX,26.1111,4456.3067,557.0383,779.8537,3249.1288,2938.2484,310.8803,129.7140,0,1747195847,False
0x42ed016f826165c2e5976fe5bc3df540c5ad0af700000000000000000000058b,mainnet,wstETH-rETH-sfrxETH-BPT,2193.7706,3569.1742,446.1468,624.6055,2602.3133,2508.6753,93.6380,103.8914,0,1746888755,False
0x05ff47afada98a98982113758878f9a8b9fdda0a000000000000000000000645,mainnet,weETH/rETH,2179.5083,2429.5518,303.6940,425.1716,1771.4056,1771.4056,0.0000,70.7193,0,1747240295,False
0x740a691bd31c4176bcb6b8a7a40f1a723537d99d0000000000000000000006b6,mainnet,cdcETH/wstETH,2138.7769,2151.0123,268.8765,376.4272,1568.3202,1568.3202,0.0000,62.6116,0,1746439415,False
0x41fdbea2e52790c0a1dc374f07b628741f2e062d0002000000000000000006be,mainnet,ECLP-stdeUSD-deUSD,1.0131,1685.1443,210.6430,294.9003,1228.6522,1228.6522,0.0000,49.0511,0,1746906851,False
0x3ff3a210e57cfe679d9ad1e9ba6453a716c56a2e0002000000000000000005d5,mainnet,STG/USDC,0.4769,1307.7341,163.4668,228.8535,953.4793,953.4793,0.0000,38.0655,0,1746440747,False
0xb91159aa527d4769cb9faf3e4adb760c7e8c8ea700000000000000000000067c,mainnet,ETHx/wstETH,2169.1839,1276.6597,159.5825,223.4154,930.8227,930.8227,0.0000,37.1610,0,1747299011,False
0xf16aee6a71af1a9bc8f56975a4c2705ca7a782bc0002000000000000000004bb,mainnet,20WETH-80ALCX,24.4116,1226.7936,153.3492,214.6889,894.4650,0.0000,894.4650,35.7095,0,1747265435,False
0xdfe6e7e18f6cc65fa13c8d8966013d4fda74b6ba000000000000000000000558,mainnet,ankrETH/wstETH,2185.6167,945.2396,118.1550,165.4169,689.1818,0.0000,689.1818,27.5140,0,1746224651,False
0x848a5564158d84b8a8fb68ab5d004fae11619a5400000000000000000000066a,mainnet,weETH/ezETH/rswETH,2182.3668,549.2677,68.6585,96.1218,0.0000,0.0000,0.0000,-384.4874,0,1747293551,False
0xb819feef8f0fcdc268afe14162983a69f6bf179e000000000000000000000689,mainnet,sUSDe/USDC,1.0920,543.4906,67.9363,95.1109,0.0000,0.0000,0.0000,-380.4434,0,1747325507,False
0x1d13531bf6344c102280ce4c458781fbf14dad140000000000000000000006df,mainnet,tETH/wstETH,2546.8683,402.2345,50.2793,70.3910,0.0000,0.0000,0.0000,-281.5641,0,1746882383,False
