pool_id,chain,symbol,bpt_price,earned_fees,fees_to_vebal,fees_to_dao,fees_to_beets,total_incentives,aura_incentives,bal_incentives,redirected_incentives,reroute_incentives,last_join_exit,is_partner
0x0854c8fa68cff2ac363b541f08f35181ca51b870,optimism,bpt-50sfrxUSD-50waOptWETH,0.0000,520.2538,32.5159,45.5222,78.0381,364.1777,0.0000,364.1777,0.0000,0,0,False
0x49e75c0df48ad09a0e20e8bbded07ee60dd8bc03,optimism,ss-sfrxETH-rETH-wstETH,0.0000,346.4324,21.6520,30.3128,51.9649,242.5027,0.0000,242.5027,0.0000,0,0,False
0xa4dd31a2725f74163b5826bbd1dfe7684215b104,optimism,eclp-sfrxUSD-waOptUSDCn,0.0000,345.0584,21.5661,30.1926,51.7588,241.5409,0.0000,241.5409,0.0000,0,0,False
0x08a8bba83af849e3755771a4070aec87c9d6b86e,optimism,eclp-sfrxETH-waOptWETH,0.0000,293.0683,18.3168,25.6435,43.9602,205.1478,0.0000,205.1478,0.0000,0,0,False
0xe0d0b607539fdb647c4e87eff89588c6bb669c03,optimism,bpt-wrsETH-waOptWETH,0.0000,219.1614,13.6976,19.1766,32.8742,153.4130,0.0000,153.4130,0.0000,0,0,False
0x870c0af8a1af0b58b4b0bd31ce4fe72864ae45be,optimism,Balancer rETH-Aave wETH,0.0000,175.5076,10.9692,15.3569,26.3261,122.8553,0.0000,122.8553,0.0000,0,0,False
0x85b2b559bc2d21104c4defdd6efca8a20343361d,mainnet,Aave GHO/USDT/USDC,0.0000,5840.2566,730.0321,1022.0449,0.0000,4859.0464,3813.7511,1045.2953,770.8668,0,0,False
0x57c23c58b1d8c3292c15becf07c62c5c52457a42,mainnet,osETH-waWETH,0.0000,2157.7666,269.7208,377.6092,0.0000,1795.2444,1263.7660,531.4784,284.8078,0,0,False
0xc4ce391d82d164c166df9c8336ddf84206b2f812,mainnet,Aave Lido wETH-wstETH,0.0000,1314.9779,164.3722,230.1211,0.0000,1094.0510,0.0000,1094.0510,173.5665,0,0,False
0xe2332649955c7c98389480ab46dd4cb6755ac703,mainnet,75SDEX25AaveLidoETH,0.0000,377.6406,47.2051,66.0871,0.0000,0.0000,0.0000,0.0000,-264.3484,0,0,False
0x121edb0badc036f5fc610d015ee14093c142313b,mainnet,rstETH-Lido wstETH,0.0000,300.9767,37.6221,52.6709,0.0000,0.0000,0.0000,0.0000,-210.6837,0,0,False
0x4ab7ab316d43345009b2140e0580b072eec7df16,mainnet,ETHx waWETH,0.0000,273.6947,34.2118,47.8966,0.0000,0.0000,0.0000,0.0000,-191.5863,0,0,False
0x6c5972311191097d002e804a9bf97c96c54059ed,mainnet,Surge USDf-aGHO,0.0000,270.1541,33.7693,47.2770,0.0000,0.0000,0.0000,0.0000,-189.1079,0,0,False
0x9ed5175aecb6653c1bdaa19793c16fd74fbeeb37,mainnet,Surge tETH-Lido wstETH,0.0000,207.3374,25.9172,36.2840,0.0000,0.0000,0.0000,0.0000,-145.1362,0,0,False
0x2b261c98a81cfda61bee7bfcf941a3d336be7957,mainnet,Surge slpETH-gtWETHe,0.0000,159.2931,19.9116,27.8763,0.0000,0.0000,0.0000,0.0000,-111.5052,0,0,False
0x2f0508c56cfc35499f79f818dfc34113fe7f6d50,mainnet,Surge slpUSD-aUSDC,0.0000,82.6530,10.3316,14.4643,0.0000,0.0000,0.0000,0.0000,-57.8571,0,0,False
0xf028ac624074d6793c36dc8a06ecec0f5a39a718,mainnet,Steak USDR-USDQ-USDT,0.0000,68.5865,8.5733,12.0026,0.0000,0.0000,0.0000,0.0000,-48.0105,0,0,False
0x6b31a94029fd7840d780191b6d63fa0d269bd883,mainnet,Surge Fluid wstETH-wETH,0.0000,15.7225,1.9653,2.7514,0.0000,0.0000,0.0000,0.0000,-11.0058,0,0,False
0x6e6bb18449fcf15b79efa2cfa70acf7593088029,gnosis,waWstETH-waWETH,0.0000,1746.9545,218.3693,305.7170,0.0000,1449.7077,1449.7077,0.0000,226.8396,0,0,False
0xd1d7fa8871d84d0e77020fc28b7cd5718c446522,gnosis,aGNO/sDAI,0.0000,1036.5896,129.5737,181.4032,0.0000,860.2124,0.0000,860.2124,134.5997,0,0,False
0x272d6be442e30d7c87390edeb9b96f1e84cecd8d,gnosis,50waWstETH-50waGNO,0.0000,516.3418,64.5427,90.3598,0.0000,0.0000,0.0000,0.0000,-361.4393,0,0,False
0x7ab124ec4029316c2a42f713828ddf2a192b36db,base,Aave USDC-Aave GHO,0.0000,5677.1831,709.6479,993.5070,0.0000,4582.1846,3680.5275,901.6571,608.1564,0,0,False
0x5b14ce8de84448e9a6f6af652af318472aa4fcaf,base,Aave GHO-USR,0.0000,1087.9459,135.9932,190.3905,0.0000,878.1060,0.0000,878.1060,116.5439,0,0,False
0xb5bfb5adb736ea852bd58fec71db3b356c2a3938,base,Aave wstETH-ezETH,0.0000,479.6825,59.9603,83.9444,0.0000,0.0000,0.0000,0.0000,-335.7778,0,0,False
0x9ab907fb3e098103ca048ad26e501bf7b3dfa3eb,base,Surge Aave EURC-GHO,0.0000,268.8047,33.6006,47.0408,0.0000,0.0000,0.0000,0.0000,-188.1633,0,0,False
0xb7b8b3afc010169779c5c2385ec0eb0477fe3347,base,Balancer rETH-Aave wETH,0.0000,237.0952,29.6369,41.4917,0.0000,0.0000,0.0000,0.0000,-165.9667,0,0,False
0x9972c4f21b5ae6062233031314adbbdda7513ed2,base,Surge Aave wstETH-fWETH,0.0000,49.7037,6.2130,8.6981,0.0000,0.0000,0.0000,0.0000,-34.7926,0,0,False
0x31ae873544658654ce767bde179fd1bbcb84850b,avalanche,Aave USDT/USDC/AUSD,0.0000,983.4199,122.9275,172.0985,0.0000,855.8744,0.0000,855.8744,167.4804,0,0,False
0xa4e1b0ddffc0e3aa63dbca462cf370e4f1dc9b8b,avalanche,Gyro AAVE WAVAX-USDC,0.0000,950.3844,118.7981,166.3173,0.0000,827.1234,0.0000,827.1234,161.8543,0,0,False
0x99a9a471dbe0dcc6855b4cd4bbabeccb1280f5e8,avalanche,aWAVAX-aSAVAX-ggAVAX,0.0000,868.2171,108.5271,151.9380,0.0000,755.6129,0.0000,755.6129,147.8609,0,0,False
0x22715161201922af61f4ca22e979ef0c6c20be13,avalanche,Surge eK3 savUSD-USDT,0.0000,733.0248,91.6281,128.2793,0.0000,637.9545,0.0000,637.9545,124.8371,0,0,False
0x58374fff35d1f3023bbfc646fb9ecd2b180ca0b0,avalanche,Aave wAVAX/BTC.b,0.0000,331.4762,41.4345,58.0083,0.0000,0.0000,0.0000,0.0000,-232.0333,0,0,False
0xc07f45ee39f3fa2abaeb2b3309543e69129e3c21,avalanche,Euler Re7 savUSD-AUSD-USDC,0.0000,187.6595,23.4574,32.8404,0.0000,0.0000,0.0000,0.0000,-131.3617,0,0,False
0x1c39ebe0ee53b52ab24d3945e9cde9e6c09d0851,avalanche,Aave wAVAX/wETH.e,0.0000,181.2942,22.6618,31.7265,0.0000,0.0000,0.0000,0.0000,-126.9059,0,0,False
0x695a7f28c3628187c8264d2cdf7a617036ba8406,avalanche,upAUSD-savUSD-sdeUSD,0.0000,159.6170,19.9521,27.9330,0.0000,0.0000,0.0000,0.0000,-111.7319,0,0,False
0xc2b0d1a1b4cdda10185859b5a5c543024c2df869,arbitrum,Surge sUSDX USDX aUSDT,0.0000,804.8996,64.1379,89.7931,0.0000,435.5024,0.0000,435.5024,76.3301,0,0,False
0x19b001e6bc2d89154c18e2216eec5c8c6047b6d8,arbitrum,Aave GHO/USDT/USDC,0.0000,673.7307,53.6858,75.1601,0.0000,364.5316,0.0000,364.5316,63.8911,0,0,False
0x5418a64e0cdb20548acb394f5d00a089baf02161,arbitrum,Balancer rETH-Aave wETH,0.0000,75.7072,6.0327,8.4458,0.0000,0.0000,0.0000,0.0000,-33.7830,0,0,False
0x9c5f17d96ca66748b459788148b7357220f2d100,arbitrum,Aave wstETH/ezETH,0.0000,63.2453,5.0397,7.0555,0.0000,0.0000,0.0000,0.0000,-28.2221,0,0,False
0x1a36195044abbad8807ceea78ec645c0c5d09593,arbitrum,osETH-WETH,0.0000,59.9275,4.7753,6.6854,0.0000,0.0000,0.0000,0.0000,-26.7416,0,0,False
0xc072880e1bc0bcddc99db882c7f3e7a839281cf4,arbitrum,Aave wstETH-wETH,0.0000,54.2869,4.3258,6.0561,0.0000,0.0000,0.0000,0.0000,-24.2246,0,0,False
0x10f9e54aeea2fefa124238087dcfd919ba32f14d,arbitrum,Surge eBTC-Aave WBTC,0.0000,49.1545,3.9168,5.4836,0.0000,0.0000,0.0000,0.0000,-21.9344,0,0,False
0x2ece6781bace5e37386adef7a3d45d0bb05f8fce,arbitrum,Surge orbETH-Aave wETH,0.0000,11.9119,0.9492,1.3289,0.0000,0.0000,0.0000,0.0000,-5.3155,0,0,False
