pool_id,chain,symbol,bpt_price,earned_fees,fees_to_vebal,fees_to_dao,fees_to_beets,total_incentives,aura_incentives,bal_incentives,redirected_incentives,reroute_incentives,last_join_exit,is_partner
0x870c0af8a1af0b58b4b0bd31ce4fe72864ae45be,optimism,Balancer rETH-Aave wETH,0.0000,244.5583,15.2849,21.3988,36.6837,188.1655,0.0000,188.1655,16.9747,0,0,False
0x49e75c0df48ad09a0e20e8bbded07ee60dd8bc03,optimism,ss-sfrxETH-rETH-wstETH,0.0000,24.2496,1.5156,2.1218,3.6374,0.0000,0.0000,0.0000,-16.9747,0,0,False
0x85b2b559bc2d21104c4defdd6efca8a20343361d,mainnet,Aave GHO/USDT/USDC,0.0000,7807.6833,975.9604,1366.3446,0.0000,5688.1922,4794.5505,893.6416,222.8139,0,0,False
0x57c23c58b1d8c3292c15becf07c62c5c52457a42,mainnet,osETH-waWETH,0.0000,2202.8266,275.3533,385.4947,0.0000,1604.8424,1159.1561,445.6863,62.8638,0,0,False
0x6b31a94029fd7840d780191b6d63fa0d269bd883,mainnet,Surge Fluid wstETH-wETH,0.0000,2101.5662,262.6958,367.7741,0.0000,1163.2963,1163.2963,0.0000,59.9740,0,0,True
0xc4ce391d82d164c166df9c8336ddf84206b2f812,mainnet,Aave Lido wETH-wstETH,0.0000,1925.8136,240.7267,337.0174,0.0000,1403.0279,996.8747,406.1532,54.9584,0,0,False
0xae255db04ba78519f33871c557d8fd6bafdb83bd,mainnet,xUSD-vgUSDC,0.0000,1244.1116,155.5139,217.7195,0.0000,906.3823,0.0000,906.3823,35.5042,0,0,False
0xdaba3d8ccf79ef289a7e2dbce51871b39ea445a2,mainnet,80TREE-20AavePrimeWETH,0.0000,1091.3147,136.4143,190.9801,0.0000,795.0640,0.0000,795.0640,31.1437,0,0,False
0x9ed5175aecb6653c1bdaa19793c16fd74fbeeb37,mainnet,Surge tETH-Lido wstETH,0.0000,1006.7978,125.8497,176.1896,0.0000,733.4902,0.0000,733.4902,28.7318,0,0,False
0x071828acc755314e687448703775f22194f56867,mainnet,Surge siUSD-sUSDe,0.0000,264.3231,33.0404,46.2565,0.0000,0.0000,0.0000,0.0000,-185.0262,0,0,False
0x6c5972311191097d002e804a9bf97c96c54059ed,mainnet,Surge USDf-aGHO,0.0000,133.1281,16.6410,23.2974,0.0000,0.0000,0.0000,0.0000,-93.1897,0,0,False
0xe2332649955c7c98389480ab46dd4cb6755ac703,mainnet,75SDEX25AaveLidoETH,0.0000,129.1051,16.1381,22.5934,0.0000,0.0000,0.0000,0.0000,-90.3736,0,0,False
