pool_id,chain,symbol,bpt_price,earned_fees,fees_to_vebal,fees_to_dao,total_incentives,aura_incentives,bal_incentives,redirected_incentives,reroute_incentives,last_join_exit
0xcd78a20c597e367a4e478a2411ceb790604d7c8f000000000000000000000c22,polygon,maticX-WMATIC-BPT,0.3098,1565.7613,195.7202,274.0082,1096.0329,0.0000,1096.0329,0.0000,0,1741819657
0x93d199263632a4ef4bb438f1feb99e57b4b5f0bd0000000000000000000005c2,mainnet,wstETH-WETH-BPT,2784.1683,19070.1950,2383.7744,3337.2841,13518.0579,9943.6425,3574.4154,168.9214,0,1741768019
0x1e19cf2d73a72ef1332c882f20534b6519be0276000200000000000000000112,mainnet,B-rETH-STABLE,2779.3656,13352.9763,1669.1220,2336.7709,9465.3624,0.0000,9465.3624,118.2790,0,1741749323
0x596192bb6e41802428ac943d2f1476c1af25cc0e000000000000000000000659,mainnet,ezETH-WETH-BPT,2737.7563,10507.8116,1313.4765,1838.8670,7448.5450,5822.3951,1626.1499,93.0769,0,1741792391
0xb819feef8f0fcdc268afe14162983a69f6bf179e000000000000000000000689,mainnet,sUSDe/USDC,1.0820,6604.5251,825.5656,1155.7919,4681.6696,3943.6648,738.0048,58.5021,0,1741710647
0x42ed016f826165c2e5976fe5bc3df540c5ad0af700000000000000000000058b,mainnet,wstETH-rETH-sfrxETH-BPT,2759.3243,6323.2842,790.4105,1106.5747,4482.3098,3808.2979,674.0119,56.0109,0,1741743935
0x36be1e97ea98ab43b4debf92742517266f5731a3000200000000000000000466,mainnet,50wstETH-50ACX,33.7652,6187.1739,773.3967,1082.7554,4385.8269,3742.7853,643.0417,54.8052,0,1741722179
0x41fdbea2e52790c0a1dc374f07b628741f2e062d0002000000000000000006be,mainnet,ECLP-stdeUSD-deUSD,1.0119,5449.3855,681.1732,953.6425,3862.8399,3387.6729,475.1670,48.2700,0,1741483463
0x05ff47afada98a98982113758878f9a8b9fdda0a000000000000000000000645,mainnet,weETH/rETH,2740.7992,3704.3622,463.0453,648.2634,2625.8664,2547.7581,78.1083,32.8128,0,1741459175
0x3ff3a210e57cfe679d9ad1e9ba6453a716c56a2e0002000000000000000005d5,mainnet,STG/USDC,0.5374,2833.5978,354.1997,495.8796,2008.6181,2008.6181,0.0000,25.0997,0,1741691963
0x63e0d47a6964ad1565345da9bfa66659f4983f02000000000000000000000681,mainnet,pufETH/wstETH,2735.8664,2464.9037,308.1130,431.3582,1747.2664,1747.2664,0.0000,21.8338,0,1741514903
0x8353157092ed8be69a9df8f95af097bbf33cb2af0000000000000000000005d9,mainnet,GHO/USDT/USDC,1.0154,1572.2987,196.5373,275.1523,1114.5363,1114.5363,0.0000,13.9272,0,1741608059
0xdfe6e7e18f6cc65fa13c8d8966013d4fda74b6ba000000000000000000000558,mainnet,ankrETH/wstETH,2756.1186,1288.2950,161.0369,225.4516,913.2180,913.2180,0.0000,11.4116,0,1741685291
